Dixland National #1,,
4 Balance Bike    Total Riders = 9    Groups = 2,,
,S,"SAKURA  GOTO , TAMPA, FL"
,5,"GAVIN NOVAK, WEST COAST/ STAYSTRONG, TAMPA, FL"
,6,"TATUM ELDRIDGE, HYPER, BAKERSFIELD, CA"
,7,"MATTHEW TAFLAN, IN THE ZONE BIKE SHOP, GASTONIA, NC"
,8,"LEVI (LIL G) GRISWOLD, BAD WOLVES, PELZER, SC"
,,
11-12 Mixed Open    Total Riders = 19    Groups = 3,,
,1,"ANNALYSE SOLANO, ALPHA FACTORY, CITRUS HEIGHTS, CA"
,2,"KEEAIRA SHERRILL, POTTER/BOX/DK/CELESTIAL, MOORE, OK"
,3,"DIMITRI PEDOTTO, ACCUBUILD, CHANDLER, AZ"
,4,"LOGAN BESIN, WELLINGTON, FL"
,5,"TYLER BOWMAN, ELITE RACING, BIRMINGHAM, AL"
,6,"REAGAN RICE, RIVAL RACING, PLAINFIELD, IN"
,7,"SAWYER (SQUEEKS) BROOKS, BOCA BIKE SHOP, WEST PALM BEACH, FL"
,8,"EDUARDO (THE KID) PEREZ, SHIFTING GEARS/GATE NINE, NAPLES, FL"
,,
13-14 Mixed Open    Total Riders = 14    Groups = 2,,
,1,"SHELBY (SMILES) ELDER, FACTORY BOMBSHELL, WAXAHACHIE, TX"
,2,"COHEN FAST, A&E RACING, SIDNEY, OH"
,3,"HUNTER QUICK, PAK BMX RACING, AKRON, OH"
,4,"COHEN WHITHAM, TNT FLORIDA, ST JOHNS, FL"
,5,"CHRISTA RAIN LUNA, LETHAL BMX/SPEEDCO, GILBERT, AZ"
,6,"ARIANNA (ARIISAUCE) PEREZ, SHIFTING GEARS/GATE NINE, NAPLES, FL"
,7,"BROOKE NOLTA, FACTORY ZERONINE, CHANDLER, AZ"
,8,"RILEY (MAD RABBIT) JORDAN, PROFILE EXTREME, ORANGE PARK, FL"
,,
15-16 Mixed Open    Total Riders = 4    Groups = 1,,
,1,"GRECIA CRISTODULO, PREMIER RACING NATIONAL TEAM, DALLAS, TX"
,2,"ABYGALE REEVE, FACTORY DAYLIGHT, AIRDRIE, AB"
,3,"GABRELLE (GABBY ROSS) ROSS, COLUMBUS, OH"
,,
17-20 Mixed Open    Total Riders = 3    Groups = 1,,
,1,"JACKSON ROSALES, ROME, GA"
,2,"ANGELINA TACTI, ALLTOW WRECKING CREW/YESS, KINGSTON, NY"
,3,"ZACHARY (SHARKBOY) LOFTIS, 21 PRODUCTIONS, STOCKTON, CA"
,,
31 & Over Mixed Open    Total Riders = 10    Groups = 2,,
,1,"GEORGE (G-NICE) SCOTT, NICEMOVE/KALES KITCHEN, CHARLOTTE, NC"
,2,"GREG CHAPMAN, ALL THINGS BMX, TRAVERSE CITY, MI"
,3,"JASON (NOT RONNIE) KIM, AMERICAN SOLDIER NETWORK, ALPHARETTA, GA"
,4,"TREY FRIDDLE III, BLUEGRASS, SHELBYVILLE, KY"
,5,"JOHN FILIPOFF, FILIPOFF FAMILY RACING, GREENSBORO, NC"
,6,"ED LEVINE, WRENCHMAN / BLACK CROWN, WAKE FOREST, NC"
,7,"JOHN (VEGAS) GORMAN, MICHIGAN WILD BMX, ROCKFORD, MI"
,8,"PATRICK AMBROZIAK, SPROCKET KINGZ NATIONAL BIKE SHOP, ELKHART, IN"
,,
6 & Under Open    Total Riders = 5    Groups = 1,,
,1,"JAX (JAXY BOY) LAFRENIERE, SANTEE, CA"
,2,"GREYSON (RACIN GREYSON) CARR, DAYLIGHT CYCLES, AMELIA, OH"
,3,"LOGAN MONTERO, MATCO TOOLS/M&M RACING, ZEPHYRHILLS, FL"
,4,"BLAKE (CASH MONEY COYNE) COYNE, WIKID RACING, WALTON HILLS, OH"
,,
7-8 Open    Total Riders = 21    Groups = 4,,
,1,"DALLAS (THE RABID ONE) HOWARD, NEWNAN, GA"
,2,"DEAGAN (MOOOOOSE) RACINE, ALPHA NATIONAL TEAM, CHANDLER, AZ"
,3,"LOGAN (THE CAPTAIN) LEMMERS, BENT RIM RACING, PLATO, MN"
,4,"JACKSON (THE HELLION) SCOGGINS, MOM AND DAD, MEMPHIS, TN"
,5,"JACOB LACHOWICZ, HYPER, CLARKSVILLE, TN"
,6,"LOGAN (THE SHOWMAN) HADLEY, VEGAS LOCALS, LAS VEGAS, NV"
,7,"REID (THE WEDGIE) AUTRY, GALLATIN, TN"
,8,"CARSON  BURKHOLDER, CHIP N DALE NAT TEAM, NORWICH, NY"
,,
9-10 Open    Total Riders = 27    Groups = 5,,
,1,"JASE ALLEN, JUST JASE RACING, ROCK HILL, SC"
,2,"CJ (THE ALASKAN PULL) RIVERA, HOUSTON RACING TEAM, HOUSTON, TX"
,3,"ANDRES (LIL MACHINE) ANDRADE, FACTORY BOMBSHELL, MIAMI, FL"
,4,"MASON (FLYLIKEMASON) MONEGRO, THRODWN, PORT RICHEY, FL"
,5,"COHEN JAMES, FULL TILT RADIO, BAKERSFIELD, CA"
,6,"BRAYDEN GORIS, BLACKCROWN, ORMOND BEACH, FL"
,7,"PALMER WARD, FACTORY BOMBSHELL, LOUISVILLE, KY"
,8,"ELI (LY-LY) STATON, FULL TILT RADIO, BELTON, MO"
,,
11-12 Open    Total Riders = 15    Groups = 3,,
,1,"GRIFFIN (THE RIPPER) KELLEHER, POWERS BIKE SHOP, STEVENSVILLE, MD"
,2,"CHRIS FELKER, FACTORY RIFT TANGENT, KNOXVILLE, TN"
,3,"ETHAN (EASY E) RAYMOND, IMPACT BMX RACING, LAS VEGAS, NV"
,4,"MASON HAYES, MONGOOSE BICYCLES, DENVER, NC"
,5,"NOAH RATZLAFF, ALPHA NATIONAL TEAM, LA HABRA, CA"
,6,"JASON (JASE) STERLINSKI, HYPER, BETHPAGE, TN"
,7,"ANDREW SAVINO, JET RACING, FORT MILL, SC"
,8,"ROWDY HOLZER, PROFILE, NEWCASTLE, CA"
,,
13-14 Open    Total Riders = 17    Groups = 3,,
,1,"ROBERT (WASABI) CONNELLY, FACTORY RIFT TANGENT, DISCOVERY BAY, CA"
,2,"MATTHEW BREWER, DAYLIGHT, EAGLEVILLE, TN"
,3,"BRODIE THURMON, 1ST PHORM / DK, WEST MONROE, LA"
,4,"PHILIP SHERIDAN, FACTORY BOMBSHELL, SUMMERVILLE, SC"
,5,"EVAN ZIEL, SSQUARED GEORGIA, PEACHTREE CITY, GA"
,6,"TAVIN NOVELLY, SSQUARED MISSOURI, SAINT PETERS, MO"
,7,"JAMES IRWIN, TERMINAL BMX, PEACHTREE CITY, GA"
,8,"GAGE (CHASIN GAGE HILL) HILL, CRANK LABS BMX, PLATO, MN"
,,
15-16 Open    Total Riders = 16    Groups = 3,,
,1,"BLAKE POWELL, DAYLIGHT CYCLES, VIRGINIA BEACH, VA"
,2,"NOAH PITTS, TWIN CITY ELITE, CHOUDRANT, LA"
,3,"BRENDEN MARKLEY, PUSHER BMX, FRANKTOWN, CO"
,4,"ALEJANDRO CHE, FACTORY YESS BMX, TORRANCE, CA"
,5,"ZACK DRINKARD, VELOCITY BIKE CO, MECHANICSVILLE, VA"
,6,"CONNOR GORTNEY, HRP DESIGNS BMX RACE TEAM, HELENA, AL"
,7,"PRESTON ELLIOTT, VELOCITY BIKE CO., NOKESVILLE, VA"
,8,"SAGE (SANTA CRUZ) SCHMIDT, ROBBY’S/ 21PRODUCTIONS, OAKDALE, CA"
,,
17-20 Open    Total Riders = 11    Groups = 2,,
,1,"SAWYER (SAW-DAWG) HOLLY, FACTORY TRUE BMX PRO SHO, CHELSEA, AL"
,2,"EZRA (THE RAPTOR) DELEON, PROPHECY BMX, LAKELAND, TN"
,3,"RUSSELL (RJ) WALLER, TRUTH BMX, MANASSAS, VA"
,4,"WESLEY (BOOGIE) CLARK, VELOCITY BIKE CO, GROVETOWN, GA"
,5,"HUNTER GOSSAGE, YESS, COLORADO SPRINGS, CO"
,6,"CHRISTIAN (THE BULLET) GARCIA, BLACK CROWN FLORIDA, MIAMI, FL"
,7,"AUSTIN THOMPSON, PEACHTREE CITY, GA"
,8,"JOSE PABLO CHAVARRIA , SAN JOSE"
,,
26-30 Open    Total Riders = 3    Groups = 1,,
,1,"ZEPHIN MANN, CLAYBORN/ANSWER, EVANS, GA"
,2,"JASON (STITCHES) SMITH, INTHEZONE BIKE SHOP, CHARLOTTE, NC"
,3,"CARTER ONEAL, FALL RISK RACING, PEORIA, AZ"
,,
31 & Over Open    Total Riders = 6    Groups = 1,,
,1,"RAYMOND BRADFORD, T2S/MONGOOSE, HARRISON, OH"
,2,"BRANDON HORN, A&E RACING, DAYTON, OH"
,3,"JOHN FRANCO, 505 RACING, ALBUQUERQUE, NM"
,4,"RICH PILOCK, KONA GOLD ENERGY, MELBOURNE, FL"
,5,"JASON SWAIN, TALLAHASSEE, FL"
,,
10 & Under Girls Cruiser    Total Riders = 16    Groups = 3,,
,1,"BROOKE (CRAZY) WALSKI, CLAYBORN/ANSWER, BAKERSFIELD, CA"
,2,"SAOIRSE DAMMERS, WELLINGTON, FL"
,3,"ISABELLA STEVENS, FACTORY SSQUARED, NEENAH, WI"
,4,"JENNAVECIA (JENNARATOR) KLEMZ, BLACK WIDOW BMX, BRAHAM, MN"
,5,"ABIGAIL STEVENS, FACTORY SSQUARED, NEENAH, WI"
,6,"CHASE BURIAN, ALPHA FACTORY, BOZEMAN, MT"
,7,"ALEX  PASOWICZ, BLACKCROWN BMX FACTORY, LA VERNE, CA"
,8,"POPPY (THE PIT BULL) PENROD, NORCAL NEXT GENERATION, ROSEVILLE, CA"
,,
11-12 Girls Cruiser    Total Riders = 11    Groups = 2,,
,1,"AVERY (THE VOICE) JONES, JRBICYCLES.COM/SPEEDCO/AVIAN, CAPE CORAL, FL"
,2,"MIA CUSTER, BLACKCROWN BMX FACTORY, BRIDGETON, NJ"
,3,"CAMRYN (CRAZY LEGS) SEARFOSS, VELOCITY BIKE CO, NORWICH, NY"
,4,"MARLIE (MEYHAM) RIETSCHEL, BMX COMPLIMENTS, BROOKLYN PARK, MN"
,5,"CHELSEA (THE HAMMER) WILSON, TRUE BMX FACTORY TEAM, ROCK HILL, SC"
,6,"CHATHAM RICKS, VELOCITY BIKE CO, AYLETT, VA"
,7,"LILANI (LITTLE HAWAII) PRINGLE, RIDE LIKE A GIRL/CHIP N DALE, ARCHER, FL"
,8,"CRYSTINA PATRICK, ALBES PROMAX, ERIE, PA"
,,
13-14 Girls Cruiser    Total Riders = 12    Groups = 2,,
,1,"ALEXIS (AA) ALDEN, JRBICYCLES.COM/SPEEDCO/AVIAN, PEACHTREE CITY, GA"
,2,"KYLEE NIEDERBERGER, FACTORY ANSWER, JARRETTSVILLE, MD"
,3,"SAMANTHA WILLIAMSON, SSQUARED GA, GROVETOWN, GA"
,4,"KEIRA AMARIS, VELOCITY BIKE CO, MASTIC BEACH, NY"
,5,"SADIE HERRERA, ACWORTH, GA"
,6,"EMMA MARTIN, ALLTOW WRECKING CREW/YESS, ELKRIDGE, MD"
,7,"MAKYLLA (HAPPY FEET) PINO, SSQUARED NATIONAL TEAM , LAS CRUCES, NM"
,8,"ALYSSA (BLACK WIDOW) BRYANT, SSQUARED MO, BALLWIN, MO"
,,
15-16 Girls Cruiser    Total Riders = 9    Groups = 2,,
,1,"ISABELLA NELSON, SUFFIELD, CT"
,2,"KAYLYN (AWESOMESAUCE) MILLER, RIVAL RACING, UNION, KY"
,3,"PEYTON PULASKI, NATIONAL ALPHA, MERIDEN, CT"
,4,"MILA (THE PILOT) KELLY, REGGIE'S BIKE SHOP, LAPEER, MI"
,5,"KENNADIE (THE V.P.) MCGOVERN, MRC / CHASE R.S.P, HENDERSON, NV"
,6,"ASHLEIGH MECH, POWERS BIKE SHOP, PASADENA, MD"
,7,"KAILANI SMITH, POWERS BIKE SHOP, GRAND RAPIDS, MI"
,8,"RYLEE JOST, SSQUARED TN, SOUTHSIDE, TN"
,,
17-20 Women Cruiser    Total Riders = 9    Groups = 2,,
,1,"ABBEY (BOMBSHELL) SALISBURY, NATIONAL WILD BMX, PIERSON, MI"
,2,"JENNA (HIP HOP) JEFFERS, LEGACY RACING, ZIMMERMAN, MN"
,3,"JASMINE TOPPER, NO XCUSES, VENTURA, CA"
,4,"ALEXA GAITHER, STATELINE-SPEEDCO BMX, TOPEKA, KS"
,5,"MEA FLYNN, ALBES PROMAX, OXFORD, MI"
,6,"MADISON JACKSON, MUDSLINGERS, JOLIET, IL"
,7,"BROOKLYNNE SCHUETZ, REDLINE BICYCLES, WENTZVILLE, MO"
,8,"ASHLEY (MOONSHINE) DRINKARD, ELITE RACING, JEMISON, AL"
,,
21-30 Women Cruiser    Total Riders = 5    Groups = 1,,
,1,"KAITLYN WHITE, NORCAL NEXT GENERATION, SACRAMENTO, CA"
,2,"EMILY (CHICKEN LITTLE) FISK, TNT BICYCLES FACTORY, MEBANE, NC"
,3,"REBECCA (NOT LAQUEESA) ROBISON, VELOCIOUS SPORT, GREENSBORO, NC"
,4,"ASHLEY (TORQUEN) TURNER, FL ANSWER SSQUARRED, FT WHITE, FL"
,,
31-35 Women Cruiser    Total Riders = 8    Groups = 1,,
,1,"DANIELLE JOLICOEUR, TORRINGTON, CT"
,2,"BOBBI JO (MOMMIE) PATRICK, ALBES PROMAX, ERIE, PA"
,3,"KATIE PIOTTI, DAYLIGHT CYCLES, WILMINGTON, DE"
,4,"MARIAH FIELDS, SSQUARED GA, ELLIJAY, GA"
,5,"MICHELLE HINSON, COCOA, FL"
,6,"SARAH SMITH-BRADFORD, T2S/MONGOOSE, HARRISON, OH"
,7,"MONICA NEWLAND, BLACK CROWN, MCDONOUGH, GA"
,,
36-40 Women Cruiser    Total Riders = 6    Groups = 1,,
,1,"ALYSIA (THE CHEETAH) MITCHELL, RAD DUDES, PRATTVILLE, AL"
,2,"KATARZYNA (BLACK KAT) OLONE, SEAN CARVAJAL'S LDC, RALEIGH, NC"
,3,"TARA BROUGHTON, RAD DUDES, SMYRNA, GA"
,4,"JEN IVERSON, SBW RACING, GROVETOWN, GA"
,5,"CASSIE SNIPES, SSQUARED ALABAMA, CALERA, AL"
,,
41-45 Women Cruiser    Total Riders = 9    Groups = 2,,
,1,"MELISSA (BUMPER CAR) BRAY, BMX SHARKS, LAS VEGAS, NV"
,2,"ANGELA CONSTANTINO, VELOCITY BIKE CO, WHITSETT, NC"
,3,"LAURA (THE BOSS) PRINGLE, PROFILE EXTREME, ARCHER, FL"
,4,"ANITRA (A-TRAIN) WHITE, MERRILLVILLE, IN"
,5,"KELLY AMARIS, VELOCITY BIKE CO, MASTIC BEACH, NY"
,6,"JENNIFER LINDEMAN, SUPER DUPER, JEANNETTE, PA"
,7,"SARAH NEES, PAK BMX RACING, AKRON, OH"
,8,"XYLIA RODRIGUEZ, ROCKET RACING, GLEN ALLEN, VA"
,,
46-50 Women Cruiser    Total Riders = 8    Groups = 1,,
,1,"MICHELLE SENGER, FACTORY ANSWER, WESTFIELD, IN"
,2,"REBEKAH THREATT, ALPHA FACTORY, SAN MARTIN, CA"
,3,"SONIA BADANIK, FACTORY BOMBSHELL, INDIAN TRAIL, NC"
,4,"CONNIE RAMSEY, PASADENA, MD"
,5,"WENDY IRVIN, YESS BMX, PRATTVILLE, AL"
,6,"BIANKA LATHAN, WRENCHMAN RACING, SANFORD, NC"
,7,"NATASHA (WONDER WOMAN) MOORE, TEAM HECKLER, WILMINGTON, NC"
,,
51-55 Women Cruiser    Total Riders = 7    Groups = 1,,
,1,"KIM ""HOT FLASH"" TURNER, FORT WHITE, FL"
,2,"BONNIE (MACHINE GUN) MARSDEN, HUTELIN RACIING, RINGGOLD, GA"
,3,"PAULA MARESH, DYNAMITE NATION, LITTLETON, CO"
,4,"AMY LEE, DYNAMITE NATION, LITTLETON, CO"
,5,"LISA BELL, WOODBRIDGE, VA"
,6,"LAURA (KNOCK KNOCK) BOHNE, GOSHEN, KY"
,,
7 & Under Cruiser    Total Riders = 26    Groups = 5,,
,1,"GRAYSON (GQ) NOVAK, JRBICYCLES.COM/SPEEDCO/AVIAN, LAS VEGAS , NV"
,2,"GREYSON (SNOTROCKET) SNEED, CLAYBORN/ANSWER, BAKERSFIELD, CA"
,3,"GAVIN (THE OUTLAW) TONN, WIKID RACING, ORIENT, OH"
,4,"JACOB (KAMIKAZE) COLWELL, ALPHA FACTORY, CHANDLER, AZ"
,5,"PARKER (MIGHTY MOUSE) GRAVES, SSQUARED NATIONAL TEAM , HOLLYWOOD, MD"
,6,"LIAM (TURTLE) CANIDA, FAITH RACE USA, RIVERVIEW, FL"
,7,"CARSON  BURKHOLDER, CHIP N DALE NAT TEAM, NORWICH, NY"
,8,"WYATT CLARK, SUPER DUPER, BETHEL PARK, PA"
,,
8 Cruiser    Total Riders = 22    Groups = 4,,
,1,"JAXSON  HOWELL, FULL TILT RADIO, HENDERSON, NV"
,2,"T  ANTHONY (T) ARANDA, ONEAL, GILBERT, AZ"
,3,"AHSTON HESTER, SEAN CARVAJAL'S LDC, HEATH, TX"
,4,"LOGAN (THE SHOWMAN) HADLEY, VEGAS LOCALS, LAS VEGAS, NV"
,5,"DOMINIK (TARANTULA) SCHMIDT, DAYLIGHT CYCLES, CAMARILLO, CA"
,6,"SAWYER (SOY SAUCE) DAUGHERTY, POWER FX SPEEDCO, FORT MYERS, FL"
,7,"CODY (THE YOUNG GUN) YOUNG, JRBICYCLES.COM/SPEEDCO/AVIAN, PUNTA GORDA, FL"
,8,"JACKSON (THE HELLION) SCOGGINS, MOM AND DAD, MEMPHIS, TN"
,,
9 Cruiser    Total Riders = 11    Groups = 2,,
,1,"CROSBY (THE BULL) BACKER, SEAN CARVAJAL'S LDC, OVILLA, TX"
,2,"DILLAN (DILLANATOR) STEUART, SE/RIDECO ELITE, THORTON, CO"
,3,"MAX (MAD MAX) MEINEL, TNT NATIONAL, MONROE, CT"
,4,"NATE (NATE DOGG) CASERTA, BECAUSE BIKE SHOP, NAPLES, FL"
,5,"CALEN PYPER, HRP DESIGNS BMX RACE TEAM, BESSEMER, AL"
,6,"JACOB (U KNOW) GREENWELL, BLACKCROWN BMX FACTORY, MECHANICSVILLE, MD"
,7,"AIDEN CONTI, GET A GRIP, STAFFORD, VA"
,8,"ALAN DECKER, POWERS BIKE SHOP, ALEXANDRIA, VA"
,,
10 Cruiser    Total Riders = 14    Groups = 2,,
,1,"WYATT HICKS, BLACKCROWN BMX FACTORY, KENNESAW, GA"
,2,"SEAN (YOU KNOW WHO) LEHEW, CHARLOTTE BOMBSHELL, PUNTA GORDA, FL"
,3,"JAXON KOPETSKIE, NOMADS BMX, BURLINGTON, NC"
,4,"COOPER (DOOPS) TAYLOR, COLUMBIA, MO"
,5,"COGAN MARTIN-KERSEY, FACTORY POWERS BMX, WOODBRIDGE, VA"
,6,"LANDON (THE HEATER) DONNELLY, DAYLIGHT CYCLES, VENTURA, CA"
,7,"ARCHER LINDEMAN, SUPER DUPER, JEANNETTE, PA"
,8,"DECLAN (DIESEL) SIMS, FACTORY TRIFECTA RACING, TRAFFORD, PA"
,,
11 Cruiser    Total Riders = 17    Groups = 3,,
,1,"BRYAN (SHATTY) SHATSWELL III, BMX SHARKS, BEAUMONT, CA"
,2,"KAIDEN (BOOMERANG) IRELAND, FACTORY YESS BMX, EVERSON, WA"
,3,"TAYLOR KOLL, HUTELIN RACIING, LAKE WALES, FL"
,4,"EVAN (DIVE BOMBER) DOUGLASS, ENAMEL BRAND, POWDER SPRINGS, GA"
,5,"JAYDEN (LIGHTNING) LINVILLE, FACTORY BOMBSHELL, RIVERSIDE, OH"
,6,"KASON VITITOW, INDEPENDENT ALL STAR, FORT WORTH, TX"
,7,"BRADY WORD, ALPHA FACTORY, MODESTO, CA"
,8,"HAYDEN PASSANISI, JRBICYCLES.COM/SPEEDCO/AVIAN, ALPINE, CA"
,,
12 Cruiser    Total Riders = 13    Groups = 2,,
,1,"ROWDY HOLZER, PROFILE, NEWCASTLE, CA"
,2,"GAVIN MENDITTO, TNT BICYCLES FACTORY, MARLTON, NJ"
,3,"TOMMY BRUNEY, FULL TILT RADIO, PITTSBURGH, PA"
,4,"MASON HAYES, MONGOOSE BICYCLES, DENVER, NC"
,5,"TYLER HELSEL, POWERS BIKE SHOP, PASADENA, MD"
,6,"TRISTAN (PUP) GORMLEY, FACTORY TRUE BMX, TEGA CAY, SC"
,7,"DYLAN HOLTON, WILD NATIONAL, ROCKFORD, MI"
,8,"GRANT (G-MONEY) SCHMIDT, A&E RACING, FORT WRIGHT, KY"
,,
13 Cruiser    Total Riders = 19    Groups = 3,,
,1,"JOE (ALOHA-JOE) DRAWENEK, FACTORY SSQUARED, NEENAH, WI"
,2,"CLAY (THE CHEFF) SHEFFIELD, DAYLIGHT CYCLES, LAKE CLARKE SHORES, FL"
,3,"RILEY ALLEN, FACTORY RIFT TANGENT, FORT MILL, SC"
,4,"BRADY (SCOOBY SNACKS) ONEIL, DAYLIGHT CYCLES, HENDERSON, NV"
,5,"TARIN FIELDS, ALPHA FACTORY, NEWMAN LAKE, WA"
,6,"PHILIP (PJ) RAMSEY, BLACK CROWN BIKE SHOP, PASADENA, MD"
,7,"LOGAN (CRUSH IT) CALDWELL, JRBICYCLES.COM/SPEEDCO/AVIAN, NORTH FT MYERS, FL"
,8,"JAYDEN (JAYDEN) MITCHELL, WEST COAST RACING, LAND O LAKES, FL"
,,
14 Cruiser    Total Riders = 19    Groups = 3,,
,1,"COLE KOPCZYK, NONE, ELGIN, IL"
,2,"TYE YOUNG, RIVAL RACING, DENVER, NC"
,3,"TREYSON DILLON, BLACK WIDOW BMX, ELIZABETH, MN"
,4,"CADE MCCONNELL, BRENTWOOD, TN"
,5,"DEREK KLEIN, FLY ZONE, DEFOREST, WI"
,6,"SEAN NICOSIA, FACTORY BOMBSHELL, HUNTERSVILLE, NC"
,7,"MAX MARSHALL, TOXIC RACING, WALLKILL, NY"
,8,"SEBASTIAN BETTINGER, SEAN CARVAJAL'S LDC, RALEIGH, NC"
,,
15 Cruiser    Total Riders = 13    Groups = 2,,
,1,"DRAKE VELADOR, PROFILE, HOLLISTER, CA"
,2,"CANNON JOYNER, FACTORY BOMBSHELL, GROVETOWN, GA"
,3,"ANDREW HERRERA, ACWORTH, GA"
,4,"SPENCER (4HIRE) FLEMING, SSQUARED NATIONAL TEAM , KINGSTON, GA"
,5,"RILEY (ROWDY) CARPENTER, KISSIMMEE, FL"
